date,location,product,product_name,is_promo,promo_uplift,lead_time_days,purchase_price,cost_of_ordering,forecast_demand,forecast_std,observed_demand,corrected_observed_demand,stockout_flag,mode
2024-12-17,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0759,0.2852,0.0,0.0,0,rolling
2024-12-18,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0321,0.2852,0.0,0.0,0,rolling
2024-12-19,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0759,0.2852,0.0,0.0,0,rolling
2024-12-20,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0759,0.2852,0.0,0.0,0,rolling
2024-12-21,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0321,0.2852,0.0,0.0,0,rolling
2024-12-22,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0321,0.2852,0.0,0.0,0,rolling
2024-12-23,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.1196,0.2852,0.0,0.0,0,rolling
2024-12-24,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0598,0.2575,0.0,0.0,0,rolling
2024-12-25,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0161,0.2252,0.0,0.0,0,rolling
2024-12-26,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0598,0.2252,0.0,0.0,0,rolling
2024-12-27,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0598,0.2252,0.0,0.0,0,rolling
2024-12-28,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0161,0.2252,0.0,0.0,0,rolling
2024-12-29,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0161,0.2252,0.0,0.0,0,rolling
2024-12-30,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0598,0.2252,0.0,0.0,0,rolling
2024-12-31,1314,31330,ABRILAR XAROPE 200ML,0,2.5,9.0,76.37,65.22,0.0161,0.2252,0.0,0.0,0,rolling
2024-10-01,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.0,0.0,0.0,0,rolling
2024-10-02,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.0,0.0,0.0,0,rolling
2024-10-03,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.0,0.0,0.0,0,rolling
2024-10-04,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-05,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-06,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-07,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-08,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-09,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-10,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-11,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,0.0,0.0,0,rolling
2024-10-12,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.12,0.0,1.0,1.0,0,rolling
2024-10-13,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-14,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-15,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-16,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-17,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-18,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0961,0.1324,0.0,0.0,0,rolling
2024-10-19,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0598,0.1324,0.0,0.0,0,rolling
2024-10-20,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-21,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-22,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-23,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-24,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-25,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-26,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0598,0.1324,0.0,0.0,0,rolling
2024-10-27,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-28,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-29,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-30,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0161,0.1324,0.0,0.0,0,rolling
2024-10-31,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-01,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-02,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0732,0.1324,0.0,0.0,0,rolling
2024-11-03,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-04,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-05,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-06,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-11-07,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-11-08,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-11-09,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0865,0.1324,0.0,0.0,0,rolling
2024-11-10,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0267,0.1324,0.0,0.0,0,rolling
2024-11-11,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0267,0.1324,0.0,0.0,0,rolling
2024-11-12,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-13,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-14,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-15,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-16,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0838,0.1324,0.0,0.0,0,rolling
2024-11-17,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-18,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-19,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-20,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-21,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-22,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-23,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0971,0.1324,0.0,0.0,0,rolling
2024-11-24,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-25,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-26,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-11-27,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-28,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0267,0.1324,0.0,0.0,0,rolling
2024-11-29,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-11-30,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0838,0.1324,0.0,0.0,0,rolling
2024-12-01,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,0.0,0.0,0,rolling
2024-12-02,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0533,0.1324,0.0,0.0,0,rolling
2024-12-03,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.04,0.1324,1.0,1.0,0,rolling
2024-12-04,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0561,0.1856,0.0,0.0,0,rolling
2024-12-05,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0561,0.1856,0.0,0.0,0,rolling
2024-12-06,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0561,0.1856,0.0,0.0,0,rolling
2024-12-07,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0998,0.1856,0.0,0.0,0,rolling
2024-12-08,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-09,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-10,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0865,0.1324,0.0,0.0,0,rolling
2024-12-11,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-12,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0561,0.1324,0.0,0.0,0,rolling
2024-12-13,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0561,0.1324,0.0,0.0,0,rolling
2024-12-14,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-15,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-16,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-17,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0732,0.1324,0.0,0.0,0,rolling
2024-12-18,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-12-19,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-12-20,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-21,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-22,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-23,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-24,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0865,0.1324,0.0,0.0,0,rolling
2024-12-25,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-26,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0427,0.1324,0.0,0.0,0,rolling
2024-12-27,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,0.0,0.0,0,rolling
2024-12-28,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0294,0.1324,1.0,1.0,0,rolling
2024-12-29,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0455,0.1856,0.0,0.0,0,rolling
2024-12-30,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0455,0.1856,0.0,0.0,0,rolling
2024-12-31,1314,35416,EXPECTAMIN XAROPE 120ML,0,2.5,9.0,23.52,15.48,0.0892,0.1856,0.0,0.0,0,rolling
2024-10-01,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.2852,1.0,1.0,0,rolling
2024-10-02,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3093,0.0,0.0,0,rolling
2024-10-03,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3093,0.0,0.0,0,rolling
2024-10-04,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3093,0.0,0.0,0,rolling
2024-10-05,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.2852,0.0,0.0,0,rolling
2024-10-06,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.2852,0.0,0.0,0,rolling
2024-10-07,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0482,0.2852,0.0,0.0,0,rolling
2024-10-08,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1795,0.2852,0.0,0.0,0,rolling
2024-10-09,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0759,0.2852,0.0,0.0,0,rolling
2024-10-10,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0321,0.2852,0.0,0.0,0,rolling
2024-10-11,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0321,0.2852,0.0,0.0,0,rolling
2024-10-12,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0321,0.2852,0.0,0.0,0,rolling
2024-10-13,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0759,0.2852,0.0,0.0,0,rolling
2024-10-14,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0321,0.2852,0.0,0.0,0,rolling
2024-10-15,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1634,0.2852,0.0,0.0,0,rolling
2024-10-16,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0759,0.2852,0.0,0.0,0,rolling
2024-10-17,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-18,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-19,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-20,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2852,0.0,0.0,0,rolling
2024-10-21,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-22,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1473,0.2852,0.0,0.0,0,rolling
2024-10-23,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2852,0.0,0.0,0,rolling
2024-10-24,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-25,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-26,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-27,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2852,0.0,0.0,0,rolling
2024-10-28,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-10-29,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1473,0.2852,1.0,1.0,0,rolling
2024-10-30,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2852,0.0,0.0,0,rolling
2024-10-31,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-11-01,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-11-02,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2852,0.0,0.0,0,rolling
2024-11-03,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2852,0.0,0.0,0,rolling
2024-11-04,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2575,0.0,0.0,0,rolling
2024-11-05,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1473,0.2575,0.0,0.0,0,rolling
2024-11-06,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.2252,0.0,0.0,0,rolling
2024-11-07,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.2252,1.0,1.0,0,rolling
2024-11-08,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0321,0.2575,2.0,2.0,0,rolling
2024-11-09,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3625,0.0,0.0,0,rolling
2024-11-10,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3625,0.0,0.0,0,rolling
2024-11-11,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3625,0.0,0.0,0,rolling
2024-11-12,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.3625,0.0,0.0,0,rolling
2024-11-13,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3625,0.0,0.0,0,rolling
2024-11-14,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3421,0.0,0.0,0,rolling
2024-11-15,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.3421,0.0,0.0,0,rolling
2024-11-16,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-11-17,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-11-18,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-11-19,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.3421,1.0,1.0,0,rolling
2024-11-20,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0804,0.3625,0.0,0.0,0,rolling
2024-11-21,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1241,0.3625,0.0,0.0,0,rolling
2024-11-22,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1679,0.3625,0.0,0.0,0,rolling
2024-11-23,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0804,0.3625,0.0,0.0,0,rolling
2024-11-24,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0804,0.3625,0.0,0.0,0,rolling
2024-11-25,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0804,0.3625,0.0,0.0,0,rolling
2024-11-26,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.2116,0.3625,0.0,0.0,0,rolling
2024-11-27,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-11-28,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3421,0.0,0.0,0,rolling
2024-11-29,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.3421,0.0,0.0,0,rolling
2024-11-30,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-12-01,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-12-02,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-12-03,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1518,0.3421,0.0,0.0,0,rolling
2024-12-04,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0643,0.3421,0.0,0.0,0,rolling
2024-12-05,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.108,0.3421,0.0,0.0,0,rolling
2024-12-06,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1357,0.3421,0.0,0.0,0,rolling
2024-12-07,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-08,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-09,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-10,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1036,0.3421,0.0,0.0,0,rolling
2024-12-11,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-12,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0598,0.3421,0.0,0.0,0,rolling
2024-12-13,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1036,0.3421,0.0,0.0,0,rolling
2024-12-14,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-15,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-16,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0161,0.3421,0.0,0.0,0,rolling
2024-12-17,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.1036,0.3421,0.0,0.0,0,rolling
2024-12-18,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0,0.3421,0.0,0.0,0,rolling
2024-12-19,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0437,0.3421,0.0,0.0,0,rolling
2024-12-20,1314,35772,EMSEXPECTOR XAROPE 120ML,0,2.5,9.0,23.11,16.75,0.0875,0.3421,0.0,0.0,0,rolling
