date;location;product;type;quantity;value;partner_code
2024-06-13;1314;20635;SALE;-1;-29.2;CLIENTE
2024-06-13;1314;48813;SALE;-1;-8.71;CLIENTE
2024-06-14;841;5345;DELIVERY;1;5.58;CD 2
2024-06-14;841;15589;DELIVERY;1;25.27;CD 2
2024-06-14;841;18064;SALE;-6;-14.1;CLIENTE
2024-06-14;841;57816;DELIVERY;2;87.6;CD 2
2024-06-14;841;57817;DELIVERY;1;65.7;CD 2
2024-06-14;1314;1439;DELIVERY;1;18.6;CD 2
2024-06-14;1314;9607;DELIVERY;4;56.36;CD 2
2024-06-14;1314;18064;DELIVERY;60;246;CD 2
2024-06-14;1314;18064;SALE;-11;-45.1;CLIENTE
2024-06-14;1314;20635;DELIVERY;1;29.2;CD 2
2024-06-14;1314;20635;SALE;-1;-29.2;CLIENTE
2024-06-14;1314;21141;DELIVERY;1;31.74;CD 2
2024-06-14;1314;21141;SALE;-1;-31.74;CLIENTE
2024-06-14;1314;35772;DELIVERY;1;16.98;CD 2
2024-06-14;1314;48813;SALE;-1;-8.71;CLIENTE
2024-06-14;1314;51957;DELIVERY;1;14.66;CD 2
2024-06-15;841;18064;SALE;-4;-9.4;CLIENTE
2024-06-15;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-15;1314;9607;DELIVERY;1;14.1;CD 2
2024-06-15;1314;15589;DELIVERY;3;92.97;CD 2
2024-06-15;1314;18064;DELIVERY;18;74.16;CD 2
2024-06-15;1314;18064;SALE;-23;-94.76;CLIENTE
2024-06-15;1314;20635;DELIVERY;3;87.6;CD 2
2024-06-15;1314;20635;SALE;-1;-29.2;CLIENTE
2024-06-15;1314;21141;DELIVERY;1;31.75;CD 2
2024-06-15;1314;35772;DELIVERY;2;33.96;CD 2
2024-06-15;1314;57912;DELIVERY;1;13.29;CD 2
2024-06-16;841;5345;DELIVERY;1;5.58;CD 2
2024-06-16;841;9607;DELIVERY;1;8.73;CD 2
2024-06-16;841;9607;SALE;-1;-8.73;CLIENTE
2024-06-16;841;18064;DELIVERY;4;9.52;CD 2
2024-06-16;841;18064;SALE;-4;-9.52;CLIENTE
2024-06-16;841;20635;DELIVERY;1;23.3;CD 2
2024-06-16;841;21141;SALE;-1;-25.89;CLIENTE
2024-06-16;841;57817;DELIVERY;1;65.7;CD 2
2024-06-16;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-16;1314;18064;SALE;-7;-28.84;CLIENTE
2024-06-17;841;9607;SALE;-1;-8.73;CLIENTE
2024-06-17;841;15589;SALE;-1;-25.27;CLIENTE
2024-06-17;841;21141;SALE;-2;-51.78;CLIENTE
2024-06-17;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-17;1314;9607;DELIVERY;2;28.24;CD 2
2024-06-17;1314;15589;DELIVERY;1;30.99;CD 2
2024-06-17;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-17;1314;18064;DELIVERY;4;16.52;OUTROS
2024-06-17;1314;18064;DELIVERY;6;24.78;CD 2
2024-06-17;1314;18064;SALE;-14;-57.82;CLIENTE
2024-06-17;1314;20635;DELIVERY;2;58.48;CD 2
2024-06-17;1314;35416;DELIVERY;1;15.1;CD 2
2024-06-17;1314;44217;SALE;-1;-43.2;CLIENTE
2024-06-18;841;5345;DELIVERY;3;16.74;CD 2
2024-06-18;841;9607;DELIVERY;1;8.76;CD 2
2024-06-18;841;15589;SALE;-1;-25.27;CLIENTE
2024-06-18;841;18064;DELIVERY;15;36.6;CD 2
2024-06-18;841;21141;SALE;-1;-25.89;CLIENTE
2024-06-18;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-18;1314;9607;SALE;-1;-14.12;CLIENTE
2024-06-18;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-18;1314;18064;SALE;-14;-57.82;CLIENTE
2024-06-18;1314;36857;SALE;-1;-3.85;CLIENTE
2024-06-19;841;18064;SALE;-1;-2.44;CLIENTE
2024-06-19;1314;18064;SALE;-14;-57.82;CLIENTE
2024-06-19;1314;21141;SALE;-2;-63.5;CLIENTE
2024-06-19;1314;35416;SALE;-1;-15.1;CLIENTE
2024-06-20;841;18064;SALE;-1;-2.44;CLIENTE
2024-06-20;1314;1439;DELIVERY;2;37.25;CD 2
2024-06-20;1314;9607;DELIVERY;4;56.56;CD 2
2024-06-20;1314;9607;SALE;-2;-28.28;CLIENTE
2024-06-20;1314;9607;TRANSFER;-1;-14.14;CD 2
2024-06-20;1314;15589;DELIVERY;5;154.95;CD 2
2024-06-20;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-20;1314;18064;DELIVERY;82;342.76;CD 2
2024-06-20;1314;18064;SALE;-20;-83.6;CLIENTE
2024-06-20;1314;20635;DELIVERY;2;58.54;CD 2
2024-06-20;1314;21141;DELIVERY;1;31.76;CD 2
2024-06-20;1314;35416;DELIVERY;2;30.25;CD 2
2024-06-20;1314;36857;DELIVERY;4;15.48;CD 2
2024-06-20;1314;57814;SALE;-1;-150.83;CLIENTE
2024-06-21;841;9607;DELIVERY;1;8.78;CD 2
2024-06-21;841;15589;DELIVERY;2;50.58;CD 2
2024-06-21;841;18064;SALE;-4;-9.76;CLIENTE
2024-06-21;841;21141;DELIVERY;4;103.68;CD 2
2024-06-21;841;36857;DELIVERY;3;7.38;CD 2
2024-06-21;841;57814;SALE;-1;-109.5;CLIENTE
2024-06-21;1314;1439;SALE;-1;-18.63;CLIENTE
2024-06-21;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-21;1314;9607;SALE;-2;-28.28;CLIENTE
2024-06-21;1314;18064;SALE;-17;-71.06;CLIENTE
2024-06-21;1314;21141;SALE;-1;-31.76;CLIENTE
2024-06-21;1314;35416;SALE;-1;-15.13;CLIENTE
2024-06-22;841;15589;SALE;-1;-25.29;CLIENTE
2024-06-22;1314;1439;SALE;-4;-74.52;CLIENTE
2024-06-22;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-22;1314;15590;DELIVERY;1;41.32;CD 2
2024-06-22;1314;18064;SALE;-26;-108.68;CLIENTE
2024-06-22;1314;20635;DELIVERY;1;29.28;CD 2
2024-06-22;1314;36857;DELIVERY;1;3.87;CD 2
2024-06-22;1314;51957;DELIVERY;1;14.66;OUTROS
2024-06-22;1314;51957;SPOILAGE;-1;-14.66;CD 1
2024-06-22;1314;57912;DELIVERY;1;13.29;OUTROS
2024-06-22;1314;57912;SPOILAGE;-1;-13.29;CD 1
2024-06-23;841;5345;SALE;-1;-5.58;CLIENTE
2024-06-23;841;35772;SALE;-1;-12.52;CLIENTE
2024-06-23;1314;18064;SALE;-9;-37.62;CLIENTE
2024-06-24;841;5345;SALE;-1;-5.58;CLIENTE
2024-06-24;841;18064;SALE;-4;-9.76;CLIENTE
2024-06-24;1314;5345;SALE;-1;-8.68;CLIENTE
2024-06-24;1314;18064;SALE;-15;-62.7;CLIENTE
2024-06-24;1314;20635;SALE;-1;-29.28;CLIENTE
2024-06-25;841;5345;SALE;-2;-11.16;CLIENTE
2024-06-25;841;9607;SALE;-1;-8.78;CLIENTE
2024-06-25;841;18064;DELIVERY;2;4.88;CD 2
2024-06-25;841;57912;SPOILAGE;-1;-8.79;OUTROS
2024-06-25;1314;1439;SALE;-1;-18.63;CLIENTE
2024-06-25;1314;5345;DELIVERY;1;8.73;CD 2
2024-06-25;1314;15589;DELIVERY;1;30.99;CD 2
2024-06-25;1314;18064;SALE;-15;-62.7;CLIENTE
2024-06-25;1314;20635;DELIVERY;1;29.29;CD 2
2024-06-25;1314;21141;DELIVERY;2;63.54;CD 2
2024-06-25;1314;21141;SALE;-1;-31.77;CLIENTE
2024-06-25;1314;62364;SALE;-1;-32.58;CLIENTE
2024-06-26;841;15589;SALE;-1;-25.29;CLIENTE
2024-06-26;841;18064;SALE;-2;-4.88;CLIENTE
2024-06-26;841;20635;SALE;-1;-23.3;CLIENTE
2024-06-26;841;57816;SALE;-1;-43.8;CLIENTE
2024-06-26;1314;5345;DELIVERY;1;8.77;CD 2
2024-06-26;1314;5345;SALE;-1;-8.77;CLIENTE
2024-06-26;1314;9607;DELIVERY;1;14.15;CD 2
2024-06-26;1314;9607;SALE;-1;-14.15;CLIENTE
2024-06-26;1314;15589;DELIVERY;1;30.99;CD 2
2024-06-26;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-26;1314;18064;DELIVERY;7;29.33;CD 2
2024-06-26;1314;18064;SALE;-19;-79.61;CLIENTE
2024-06-26;1314;20635;SALE;-4;-117.16;CLIENTE
2024-06-26;1314;21141;DELIVERY;2;63.56;CD 2
2024-06-26;1314;21141;SALE;-1;-31.78;CLIENTE
2024-06-26;1314;36857;DELIVERY;1;3.87;CD 2
2024-06-26;1314;48812;DELIVERY;3;26.94;CD 2
2024-06-26;1314;48813;DELIVERY;4;35.92;CD 2
2024-06-27;841;5345;DELIVERY;1;5.58;CD 2
2024-06-27;841;9607;DELIVERY;1;8.79;CD 2
2024-06-27;841;15589;DELIVERY;1;25.3;CD 2
2024-06-27;841;18064;DELIVERY;4;9.8;CD 2
2024-06-27;841;20635;DELIVERY;1;23.3;CD 2
2024-06-27;841;57814;DELIVERY;1;109.5;CD 2
2024-06-27;841;57814;SALE;-1;-109.5;CLIENTE
2024-06-27;1314;5345;DELIVERY;1;8.8;CD 2
2024-06-27;1314;9607;DELIVERY;3;42.48;CD 2
2024-06-27;1314;15589;DELIVERY;1;30.99;CD 2
2024-06-27;1314;18064;DELIVERY;1;4.14;OUTROS
2024-06-27;1314;18064;DELIVERY;39;163.8;CD 2
2024-06-27;1314;18064;SALE;-7;-29.4;CLIENTE
2024-06-27;1314;20635;SALE;-1;-29.29;CLIENTE
2024-06-27;1314;21141;DELIVERY;1;31.78;CD 2
2024-06-27;1314;35416;DELIVERY;2;30.32;CD 2
2024-06-27;1314;57814;DELIVERY;1;150.83;CD 2
2024-06-28;841;5345;DELIVERY;3;16.74;CD 2
2024-06-28;841;9607;DELIVERY;1;8.8;CD 2
2024-06-28;841;18064;DELIVERY;4;9.84;CD 2
2024-06-28;1314;15589;SALE;-1;-30.99;CLIENTE
2024-06-28;1314;18064;SALE;-21;-88.2;CLIENTE
2024-06-28;1314;36857;SALE;-1;-3.87;CLIENTE
2024-06-29;841;15589;SALE;-1;-25.3;CLIENTE
2024-06-29;841;57814;SALE;-1;-109.5;CLIENTE
2024-06-29;1314;1439;SALE;-1;-18.63;CLIENTE
2024-06-29;1314;9607;SALE;-1;-14.16;CLIENTE
2024-06-29;1314;18064;SALE;-13;-54.6;CLIENTE
2024-06-29;1314;36857;SALE;-5;-19.35;CLIENTE
2024-06-30;1314;5345;SALE;-1;-8.8;CLIENTE
2024-06-30;1314;9607;SALE;-1;-14.16;CLIENTE
2024-07-01;841;9607;SALE;-1;-8.8;CLIENTE
2024-07-01;841;15589;DELIVERY;1;25.3;CD 2
2024-07-01;841;18064;DELIVERY;2;4.92;CD 2
2024-07-01;841;18064;SALE;-4;-9.84;CLIENTE
2024-07-01;841;20635;DELIVERY;1;23.3;CD 2
2024-07-01;841;57814;DELIVERY;1;109.5;CD 2
2024-07-01;841;57816;DELIVERY;1;43.8;CD 2
2024-07-01;841;57816;SALE;-1;-43.8;CLIENTE
2024-07-01;841;57817;SALE;-1;-65.7;CLIENTE
2024-07-01;1314;5345;SALE;-1;-8.8;CLIENTE
2024-07-01;1314;9607;SALE;-1;-14.16;CLIENTE
2024-07-01;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-01;1314;36857;DELIVERY;1;3.87;OUTROS
2024-07-01;1314;36857;SALE;-2;-7.74;CLIENTE
2024-07-01;1314;48813;SALE;-1;-8.98;CLIENTE
2024-07-02;841;15589;DELIVERY;1;25.3;CD 2
2024-07-02;841;18064;SALE;-4;-9.84;CLIENTE
2024-07-02;841;57814;DELIVERY;1;109.5;CD 2
2024-07-02;1314;1439;DELIVERY;4;75.68;CD 2
2024-07-02;1314;5345;SALE;-1;-8.8;CLIENTE
2024-07-02;1314;9607;DELIVERY;2;28.34;CD 2
2024-07-02;1314;15589;DELIVERY;1;30.99;CD 2
2024-07-02;1314;18064;DELIVERY;60;252;CD 2
2024-07-02;1314;18064;SALE;-2;-8.4;CLIENTE
2024-07-02;1314;20635;DELIVERY;1;29.3;CD 2
2024-07-02;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-02;1314;35416;SALE;-1;-15.16;CLIENTE
2024-07-02;1314;44217;SALE;-1;-43.2;CLIENTE
2024-07-02;1314;48813;SALE;-1;-8.98;CLIENTE
2024-07-03;841;18064;SALE;-2;-4.92;CLIENTE
2024-07-03;1314;5345;SALE;-1;-8.8;CLIENTE
2024-07-03;1314;13315;SALE;-1;-47.01;CLIENTE
2024-07-03;1314;18064;SALE;-31;-130.2;CLIENTE
2024-07-03;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-03;1314;48813;SALE;-1;-8.98;CLIENTE
2024-07-04;841;5345;SALE;-1;-5.58;CLIENTE
2024-07-04;841;18064;SALE;-4;-9.84;CLIENTE
2024-07-04;841;57814;SALE;-1;-109.5;CLIENTE
2024-07-04;1314;1439;DELIVERY;1;18.92;CD 2
2024-07-04;1314;5345;DELIVERY;2;17.74;CD 2
2024-07-04;1314;9607;DELIVERY;1;14.17;CD 2
2024-07-04;1314;9607;SALE;-1;-14.17;CLIENTE
2024-07-04;1314;15589;DELIVERY;1;30.99;CD 2
2024-07-04;1314;18064;DELIVERY;21;88.2;CD 2
2024-07-04;1314;18064;SALE;-9;-37.8;CLIENTE
2024-07-04;1314;20635;DELIVERY;3;87.96;CD 2
2024-07-04;1314;21141;DELIVERY;1;31.78;CD 2
2024-07-05;841;18064;SALE;-2;-4.92;CLIENTE
2024-07-05;841;36857;SALE;-1;-2.46;CLIENTE
2024-07-05;841;57814;SALE;-1;-109.5;CLIENTE
2024-07-05;1314;5345;DELIVERY;1;8.88;CD 2
2024-07-05;1314;5345;SALE;-1;-8.88;CLIENTE
2024-07-05;1314;9607;DELIVERY;1;14.17;CD 2
2024-07-05;1314;9607;SALE;-2;-28.34;CLIENTE
2024-07-05;1314;18064;DELIVERY;35;147;CD 2
2024-07-05;1314;18064;SALE;-17;-71.4;CLIENTE
2024-07-05;1314;20635;DELIVERY;3;87.99;CD 2
2024-07-05;1314;35416;DELIVERY;1;15.21;CD 2
2024-07-05;1314;57912;DELIVERY;1;13.29;CD 2
2024-07-05;1314;58701;DELIVERY;1;57.75;CD 2
2024-07-06;841;18064;SALE;-8;-19.68;CLIENTE
2024-07-06;1314;9607;SALE;-1;-14.17;CLIENTE
2024-07-06;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-06;1314;18064;SALE;-6;-25.2;CLIENTE
2024-07-06;1314;21141;SALE;-2;-63.56;CLIENTE
2024-07-06;1314;58701;SALE;-1;-57.75;CLIENTE
2024-07-07;841;5345;DELIVERY;1;5.58;CD 2
2024-07-07;841;9607;DELIVERY;1;8.8;CD 2
2024-07-07;841;18064;DELIVERY;14;34.72;CD 2
2024-07-07;841;18064;SALE;-2;-4.96;CLIENTE
2024-07-07;841;48813;SALE;-1;-4.99;CLIENTE
2024-07-07;841;57814;DELIVERY;1;109.5;CD 2
2024-07-07;841;57816;DELIVERY;1;43.8;CD 2
2024-07-07;841;57817;DELIVERY;1;65.7;CD 2
2024-07-07;1314;9607;SALE;-1;-14.17;CLIENTE
2024-07-07;1314;18064;SALE;-10;-42;CLIENTE
2024-07-08;841;18064;SALE;-2;-4.96;CLIENTE
2024-07-08;841;36857;SALE;-1;-2.46;CLIENTE
2024-07-08;841;57814;SALE;-1;-109.5;CLIENTE
2024-07-08;1314;1439;DELIVERY;1;18.92;CD 2
2024-07-08;1314;5345;DELIVERY;2;17.8;CD 2
2024-07-08;1314;9607;DELIVERY;2;28.36;CD 2
2024-07-08;1314;15589;DELIVERY;2;61.98;CD 2
2024-07-08;1314;18064;DELIVERY;10;42;CD 2
2024-07-08;1314;18064;SALE;-17;-71.4;CLIENTE
2024-07-08;1314;21141;DELIVERY;4;127.12;CD 2
2024-07-08;1314;35416;SALE;-1;-15.21;CLIENTE
2024-07-08;1314;36857;DELIVERY;7;27.09;CD 2
2024-07-08;1314;48812;SALE;-1;-8.98;CLIENTE
2024-07-08;1314;62364;DELIVERY;1;34.49;CD 2
2024-07-09;841;9607;SALE;-1;-8.8;CLIENTE
2024-07-09;841;18064;SALE;-6;-14.88;CLIENTE
2024-07-09;1314;9607;SALE;-1;-14.18;CLIENTE
2024-07-09;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-09;1314;18064;SALE;-6;-25.2;CLIENTE
2024-07-09;1314;35772;SALE;-1;-16.98;CLIENTE
2024-07-10;841;9607;SALE;-1;-8.8;CLIENTE
2024-07-10;841;18064;SALE;-1;-2.48;CLIENTE
2024-07-10;841;21141;SALE;-1;-25.92;CLIENTE
2024-07-10;1314;5345;DELIVERY;1;8.91;CD 2
2024-07-10;1314;9607;DELIVERY;1;14.18;CD 2
2024-07-10;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-10;1314;18064;DELIVERY;23;96.6;CD 2
2024-07-10;1314;18064;SALE;-10;-42;CLIENTE
2024-07-10;1314;20635;SALE;-1;-29.33;CLIENTE
2024-07-10;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-10;1314;35416;DELIVERY;1;15.25;CD 2
2024-07-10;1314;44217;DELIVERY;1;43.12;CD 2
2024-07-10;1314;48813;DELIVERY;3;26.94;CD 2
2024-07-11;841;18064;DELIVERY;16;39.8;CD 2
2024-07-11;841;18064;SALE;-1;-2.49;CLIENTE
2024-07-11;841;31330;SALE;-1;-50.37;CLIENTE
2024-07-11;841;36857;DELIVERY;2;4.94;CD 2
2024-07-11;841;57814;DELIVERY;2;219;CD 2
2024-07-11;841;57816;SALE;-1;-43.8;CLIENTE
2024-07-11;1314;5345;DELIVERY;1;8.91;CD 2
2024-07-11;1314;9607;DELIVERY;1;14.18;CD 2
2024-07-11;1314;18064;DELIVERY;23;96.6;CD 2
2024-07-11;1314;18064;SALE;-11;-46.2;CLIENTE
2024-07-11;1314;21141;DELIVERY;2;63.56;CD 2
2024-07-12;841;18064;SALE;-3;-7.47;CLIENTE
2024-07-12;841;20635;SALE;-1;-23.3;CLIENTE
2024-07-12;1314;5345;SALE;-2;-17.82;CLIENTE
2024-07-12;1314;18064;SALE;-4;-16.8;CLIENTE
2024-07-12;1314;20635;SALE;-1;-29.33;CLIENTE
2024-07-12;1314;35416;SALE;-1;-15.25;CLIENTE
2024-07-12;1314;35772;SALE;-1;-16.98;CLIENTE
2024-07-13;841;9607;SALE;-1;-8.8;CLIENTE
2024-07-13;841;18064;SALE;-1;-2.49;CLIENTE
2024-07-13;841;55917;SALE;-1;-9.01;CLIENTE
2024-07-13;1314;5345;DELIVERY;1;8.92;CD 2
2024-07-13;1314;9607;DELIVERY;4;56.88;CD 2
2024-07-13;1314;15589;DELIVERY;1;30.99;CD 2
2024-07-13;1314;18064;DELIVERY;61;256.2;CD 2
2024-07-13;1314;18064;SALE;-16;-67.2;CLIENTE
2024-07-13;1314;20635;SALE;-2;-58.66;CLIENTE
2024-07-13;1314;21141;DELIVERY;2;63.56;CD 2
2024-07-13;1314;35416;DELIVERY;1;15.28;CD 2
2024-07-13;1314;48812;DELIVERY;1;8.98;CD 2
2024-07-13;1314;57912;SALE;-1;-13.29;CLIENTE
2024-07-13;1314;58701;DELIVERY;1;58.35;CD 2
2024-07-14;841;5345;SALE;-1;-5.58;CLIENTE
2024-07-14;841;18064;SALE;-2;-4.98;CLIENTE
2024-07-14;1314;9607;SALE;-1;-14.22;CLIENTE
2024-07-14;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-14;1314;18064;SALE;-5;-21;CLIENTE
2024-07-14;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-14;1314;48812;SALE;-1;-8.98;CLIENTE
2024-07-15;841;5345;SALE;-1;-5.58;CLIENTE
2024-07-15;841;9607;DELIVERY;1;8.85;CD 2
2024-07-15;841;18064;DELIVERY;5;12.45;CD 2
2024-07-15;841;18064;SALE;-1;-2.49;CLIENTE
2024-07-15;841;31330;DELIVERY;1;51.06;CD 2
2024-07-15;1314;9607;SALE;-3;-42.66;CLIENTE
2024-07-15;1314;18064;SALE;-16;-67.2;CLIENTE
2024-07-15;1314;31330;SALE;-1;-66.46;CLIENTE
2024-07-15;1314;35416;SALE;-2;-30.56;CLIENTE
2024-07-15;1314;48812;SALE;-1;-8.98;CLIENTE
2024-07-16;1314;9607;DELIVERY;1;14.23;CD 2
2024-07-16;1314;15589;DELIVERY;2;61.98;CD 2
2024-07-16;1314;18064;SALE;-2;-8.4;CLIENTE
2024-07-16;1314;20635;DELIVERY;1;29.33;CD 2
2024-07-16;1314;35772;DELIVERY;1;16.98;CD 2
2024-07-17;841;18064;SALE;-1;-2.49;CLIENTE
2024-07-17;1314;18064;SALE;-5;-21;CLIENTE
2024-07-17;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-18;841;9607;DELIVERY;1;8.87;CD 2
2024-07-18;841;18064;DELIVERY;7;17.43;CD 2
2024-07-18;841;18064;SALE;-2;-4.98;CLIENTE
2024-07-18;841;20635;DELIVERY;1;23.3;CD 2
2024-07-18;841;21141;DELIVERY;1;25.92;CD 2
2024-07-18;841;31330;DELIVERY;1;51.06;CD 2
2024-07-18;841;55917;DELIVERY;1;9.13;CD 2
2024-07-18;1314;5345;DELIVERY;2;17.86;CD 2
2024-07-18;1314;5345;SALE;-1;-8.93;CLIENTE
2024-07-18;1314;9607;DELIVERY;2;28.48;CD 2
2024-07-18;1314;9607;SALE;-1;-14.24;CLIENTE
2024-07-18;1314;13315;SALE;-1;-47.01;CLIENTE
2024-07-18;1314;18064;DELIVERY;16;67.2;CD 2
2024-07-18;1314;18064;SALE;-9;-37.8;CLIENTE
2024-07-18;1314;20635;DELIVERY;1;29.33;CD 2
2024-07-18;1314;35416;DELIVERY;1;15.31;CD 2
2024-07-18;1314;36857;DELIVERY;3;11.61;CD 2
2024-07-18;1314;44217;DELIVERY;1;43.09;CD 2
2024-07-18;1314;48812;DELIVERY;2;17.96;CD 2
2024-07-19;841;18064;SALE;-2;-4.98;CLIENTE
2024-07-19;1314;1439;SALE;-1;-18.92;CLIENTE
2024-07-19;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-19;1314;18064;SALE;-18;-75.6;CLIENTE
2024-07-20;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-20;1314;18064;SALE;-11;-46.2;CLIENTE
2024-07-20;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-21;841;18064;SALE;-7;-17.43;CLIENTE
2024-07-21;1314;5345;SALE;-1;-8.93;CLIENTE
2024-07-21;1314;9607;SALE;-2;-28.48;CLIENTE
2024-07-21;1314;15589;SALE;-2;-61.98;CLIENTE
2024-07-21;1314;18064;SALE;-22;-92.4;CLIENTE
2024-07-22;841;5345;DELIVERY;1;5.59;CD 2
2024-07-22;841;9607;SALE;-1;-8.87;CLIENTE
2024-07-22;841;18064;DELIVERY;1;2.49;CD 2
2024-07-22;841;18064;SALE;-1;-2.49;CLIENTE
2024-07-22;841;57912;DELIVERY;1;8.79;OUTROS
2024-07-22;841;57912;SPOILAGE;-1;-8.79;CD 1
2024-07-22;1314;1439;SALE;-1;-18.92;CLIENTE
2024-07-22;1314;9607;SALE;-1;-14.24;CLIENTE
2024-07-22;1314;18064;SALE;-16;-67.2;CLIENTE
2024-07-22;1314;20635;SALE;-1;-29.33;CLIENTE
2024-07-23;841;18064;SALE;-2;-4.98;CLIENTE
2024-07-23;1314;1439;SALE;-1;-18.92;CLIENTE
2024-07-23;1314;5345;SALE;-3;-26.79;CLIENTE
2024-07-23;1314;9607;DELIVERY;2;28.5;CD 2
2024-07-23;1314;15589;DELIVERY;1;30.99;CD 2
2024-07-23;1314;18064;DELIVERY;36;151.2;CD 2
2024-07-23;1314;18064;SALE;-14;-58.8;CLIENTE
2024-07-23;1314;20635;DELIVERY;2;58.68;CD 2
2024-07-23;1314;35416;DELIVERY;2;30.66;CD 2
2024-07-23;1314;35772;DELIVERY;1;16.98;CD 2
2024-07-23;1314;48812;DELIVERY;2;17.96;CD 2
2024-07-23;1314;48813;SALE;-1;-8.98;CLIENTE
2024-07-24;841;18064;SALE;-5;-12.45;CLIENTE
2024-07-24;841;36857;SALE;-1;-2.47;CLIENTE
2024-07-24;1314;1439;SALE;-1;-18.92;CLIENTE
2024-07-24;1314;5345;SALE;-2;-17.86;CLIENTE
2024-07-24;1314;9607;DELIVERY;2;28.52;CD 2
2024-07-24;1314;9607;SALE;-1;-14.26;CLIENTE
2024-07-24;1314;15590;SALE;-1;-41.32;CLIENTE
2024-07-24;1314;18064;DELIVERY;6;25.2;CD 2
2024-07-24;1314;18064;SALE;-8;-33.6;CLIENTE
2024-07-24;1314;35772;DELIVERY;1;16.98;CD 2
2024-07-24;1314;36857;SALE;-1;-3.87;CLIENTE
2024-07-24;1314;44217;SALE;-1;-43.09;CLIENTE
2024-07-25;841;18064;DELIVERY;7;17.43;CD 2
2024-07-25;841;18064;SALE;-2;-4.98;CLIENTE
2024-07-25;841;48813;DELIVERY;1;6.24;CD 2
2024-07-25;841;55917;DELIVERY;1;9.13;CD 2
2024-07-25;841;57814;SALE;-1;-109.5;CLIENTE
2024-07-25;1314;5345;SALE;-1;-8.93;CLIENTE
2024-07-25;1314;9607;SALE;-2;-28.52;CLIENTE
2024-07-25;1314;18064;SALE;-20;-84;CLIENTE
2024-07-25;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-26;1314;5345;DELIVERY;1;8.96;CD 2
2024-07-26;1314;9607;DELIVERY;1;14.27;CD 2
2024-07-26;1314;13315;DELIVERY;1;46.85;CD 2
2024-07-26;1314;15589;DELIVERY;1;30.99;CD 2
2024-07-26;1314;18064;DELIVERY;27;113.4;CD 2
2024-07-26;1314;18064;SALE;-24;-100.8;CLIENTE
2024-07-27;841;9607;DELIVERY;1;8.89;CD 2
2024-07-27;841;15590;SPOILAGE;-1;-32.69;OUTROS
2024-07-27;841;18064;DELIVERY;8;19.92;CD 2
2024-07-27;1314;18064;SALE;-7;-29.4;CLIENTE
2024-07-27;1314;21141;SALE;-1;-31.78;CLIENTE
2024-07-28;841;1439;SALE;-1;-15.06;CLIENTE
2024-07-28;841;18064;SALE;-4;-9.96;CLIENTE
2024-07-28;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-28;1314;36857;SALE;-7;-27.09;CLIENTE
2024-07-29;841;21141;SALE;-1;-25.92;CLIENTE
2024-07-29;1314;5345;DELIVERY;1;8.97;CD 2
2024-07-29;1314;5345;SALE;-1;-8.97;CLIENTE
2024-07-29;1314;9607;DELIVERY;3;42.84;CD 2
2024-07-29;1314;15589;DELIVERY;3;92.97;CD 2
2024-07-29;1314;15589;SALE;-1;-30.99;CLIENTE
2024-07-29;1314;18064;DELIVERY;92;386.4;CD 2
2024-07-29;1314;18064;SALE;-11;-46.2;CLIENTE
2024-07-29;1314;20635;DELIVERY;1;29.34;CD 2
2024-07-29;1314;21141;DELIVERY;1;31.78;CD 2
2024-07-29;1314;35416;SALE;-1;-15.33;CLIENTE
2024-07-30;841;18064;SALE;-4;-9.96;CLIENTE
2024-07-30;1314;1439;DELIVERY;3;56.82;CD 2
2024-07-30;1314;5345;DELIVERY;5;44.9;CD 2
2024-07-30;1314;5345;SALE;-1;-8.98;CLIENTE
2024-07-30;1314;9607;DELIVERY;1;14.28;CD 2
2024-07-30;1314;15590;DELIVERY;1;41.56;CD 2
2024-07-30;1314;18064;SALE;-24;-100.8;CLIENTE
2024-07-30;1314;36857;DELIVERY;1;3.89;CD 2
2024-07-30;1314;48813;DELIVERY;1;8.98;CD 2
